Location,Latitude,Longitude,Microplastic_Size_mm,Shape,Density,Polymer_Type,pH,Salinity,MP_Count_per_L,Industrial_Activity,Population_Density,Risk_Type,Risk_Level,Risk_Score,Author
Batangas Bay,13.75,121.05,0.25–4.50,"Pellet, Fragment",0.95,"Polypropylene, Polystyrene",8,35 ppt,6.4,"Petrochemical Industry, Port",High,Ecological,High,0.84,[Study Author(s)]
Cebu Strait,10.32,123.91,0.50–5.00,Fiber,1.37,Polyester,8.1,34 ppt,2.7,Marine Transport,High,Ecological,Moderate,0.7,[Study Author(s)]
Davao Gulf,6.75,125.7,0.40–3.80,Fragment,0.94,"Polyethylene, Polypropylene",8.2,33 ppt,3.9,"Agriculture Runoff, Fishing",Medium,Ecological,Moderate,0.68,[Study Author(s)]
Puerto Princesa Bay,9.74,118.74,0.33–2.50,"Fiber, Film",1.25,Polyester,8.1,34 ppt,1.8,"Tourism, Port Activities",Low,Ecological,Low,0.45,[Study Author(s)]
Iloilo River Estuary,10.69,122.57,0.20–4.20,"Fragment, Fiber",0.98,"Polyethylene, Nylon",7.8,15 ppt,7.5,Urban Wastewater,High,Ecological,High,0.82,[Study Author(s)]
Cagayan River Delta,18,121.7,0.30–5.00,Fiber,1.34,"Polyester, Polypropylene",7.9,10 ppt,5.6,"Agricultural, Domestic Waste",Medium,Ecological,Moderate,0.66,[Study Author(s)]
Zamboanga Coast,6.91,122.08,0.35–4.80,"Fiber, Pellet",1.3,Polypropylene,8,34 ppt,3.3,"Fishing, Marine Transport",Medium,Ecological,Moderate,0.62,[Study Author(s)]
Piñan (Upstream),8.53,123.43,0.01–0.05,"Fiber, Fragment",0.92–1.35,"PE, PP",7.5,0.1 ppt,400,Low agricultural runoff,Low,Ecological,Moderate,0.55,Genon et al.
Piñan (Upstream),8.53,123.43,0.01–0.05,Fiber,1.35,Polyester,7.5,0.1 ppt,250,Rural laundry discharge,Low,Ecological,Low,0.45,Genon et al.
Polanco (Midstream),8.54,123.41,0.01–0.05,"Fiber, Fragment",0.92–1.35,"PE, PP",7.6,0.3 ppt,800,"Agriculture, Small Industries",Medium,Ecological,High,0.78,Genon et al.
Polanco (Midstream),8.54,123.41,0.01–0.05,Fragment,0.92,PE,7.6,0.3 ppt,600,Agricultural runoff,Medium,Ecological,Moderate,0.68,Genon et al.
Polanco (Midstream),8.54,123.41,0.01–0.05,Film,0.95,PP,7.6,0.3 ppt,200,Plastic packaging waste,Medium,Ecological,Moderate,0.6,Genon et al.
Dipolog City (Downstream),8.58,123.34,0.01–0.05,"Fiber, Fragment, Film",0.92–1.35,"PE, PP, PS",7.8,0.5 ppt,"1,200","Urban Wastewater, Industrial",High,Ecological,Very High,0.9,Genon et al.
Dipolog City (Downstream),8.58,123.34,0.01–0.05,Fiber,1.35,Polyester,7.8,0.5 ppt,900,"Domestic Laundry, Wastewater",High,Ecological,High,0.82,Genon et al.
Dipolog City (Downstream),8.58,123.34,0.01–0.05,Fragment,0.92,"PE, PP",7.8,0.5 ppt,800,Urban runoff,High,Ecological,High,0.8,Genon et al.
Dipolog City (Downstream),8.58,123.34,0.01–0.05,Film,0.95,PS,7.8,0.5 ppt,300,Urban waste disposal,High,Ecological,Moderate,0.65,Genon et al.
"Bulanon, Sagay Marine Environment",10.93,123.42,0.001–5,Fiber,1.35,Polyester,8,33 ppt,0.28,"Coastal fishing, domestic waste",Medium,Ecological,High,0.85,Villaceran et al.
"Punta Roma, Old Sagay",10.9,123.43,0.001–5,Fiber,1.35,Polyester,8,33 ppt,0.24,"Fishing, coastal waste",Medium,Ecological,High,0.82,Villaceran et al.
"Tagnipis, Taba-ao",10.89,123.45,0.001–5,Fiber,1.35,Polyester,8,33 ppt,0.26,"Coastal siltation, fishing",Medium,Ecological,High,0.83,Villaceran et al.
"Vito, Sagay City",10.92,123.44,0.001–5,Fiber,1.35,Polyester,8,33 ppt,0.28,"Fishing, mangrove area",Medium,Ecological,High,0.85,Villaceran et al.
Molocaboc Daku Island,10.97,123.43,0.001–5,Fiber,1.35,Polyester,8.1,34 ppt,0.04,Mangrove aquaculture,Low,Ecological,Low,0.45,Villaceran et al.
"Suyac Island, Taba-ao",10.91,123.45,0.001–5,None,—,—,8,33 ppt,0,Ecotourism,Low,Ecological,Very Low,0.1,Villaceran et al.
Panal Reef,10.96,123.46,0.001–5,None,—,—,8.1,34 ppt,0,Protected reef area,Low,Ecological,None,0,Villaceran et al.
Macahulom Reef,10.95,123.46,0.001–5,None,—,—,8.1,34 ppt,0,Marine reserve,Low,Ecological,None,0,Villaceran et al.
Molocaboc Diut Island,10.98,123.43,0.001–5,None,—,—,8,34 ppt,0,Fishing,Low,Ecological,Very Low,0.15,Villaceran et al.
Himugaan Baybay (Estuarine),10.88,123.41,0.001–5,Fiber,1.35,Polyester,7.9,20 ppt,0.2,Riverine runoff,Medium,Ecological,Moderate,0.65,Villaceran et al.
"Sitio Lu-ok, Old Sagay",10.88,123.42,0.001–5,Fiber,1.35,Polyester,7.9,22 ppt,0.18,Estuarine,Medium,Ecological,Moderate,0.6,Villaceran et al.
Taba-ao Proper,10.9,123.45,0.001–5,Fiber,1.35,Polyester,8,33 ppt,0.26,"Fishing, domestic waste",Medium,Ecological,High,0.8,Villaceran et al.
Pulauan River (Upstream),8.6153,123.4025,>5,"Fragment, Bag",0.92–0.95,"LDPE, PP",7.5,0.1 ppt,0.074 items/m² (~0.001/L),"Aquaculture, Residential",Low,Ecological,Moderate,0.55,Requiron & Bacosa
Pulauan River (Midstream),8.6142,123.3978,>5,"Fragment, Bag, Food Packaging",0.92–0.95,"LDPE, Multilayer",7.6,0.2 ppt,0.559 items/m² (~0.007/L),"Aquaculture, Residential",Medium,Ecological,High,0.82,Requiron & Bacosa
Pulauan River (Downstream),8.6236,123.3936,>5,"Fragment, Bag, Food Packaging",0.92–0.95,"LDPE, Multilayer",7.8,0.3 ppt,0.473 items/m² (~0.006/L),"Residential, Mangrove",High,Ecological,High,0.8,Requiron & Bacosa
Pulauan Bridge (Flux—Morning),8.6219,123.395,>5,Mixed (All types),0.92–1.4,"LDPE, PET, PP, PS",7.7,0.3 ppt,304 items/h (~0.085/L),"Residential, Aquaculture",High,Ecological,Very High,0.9,Requiron & Bacosa
Pulauan Bridge (Flux—Afternoon),8.6219,123.395,>5,Mixed (All types),0.92–1.4,"LDPE, PET, PP, PS",7.7,0.3 ppt,91 items/h (~0.025/L),"Residential, Aquaculture",High,Ecological,High,0.78,Requiron & Bacosa
Riverbank (Mangrove Area),8.616,123.399,>5,"Bag, Food Packaging",0.92,LDPE,7.5,0.1 ppt,0.074 items/m² (~0.001/L),"Mangrove, Aquaculture",Low,Ecological,Moderate,0.6,Requiron & Bacosa
Riverbank (Residential Zone),8.618,123.397,>5,"Food Packaging, Bottle, Fragment",0.95–1.05,"LDPE, PET",7.7,0.2 ppt,0.473 items/m² (~0.006/L),"Residential, Fishing",High,Ecological,High,0.82,Requiron & Bacosa
Riverbank (Mixed Zone),8.617,123.398,>5,"Bag, Bottle, Fragment",0.92–1.05,"LDPE, PET",7.6,0.2 ppt,0.559 items/m² (~0.007/L),Aquaculture,Medium,Ecological,High,0.8,Requiron & Bacosa
Macroplastic Composition (All Sites),8.6175,123.3975,>5,Food Packaging,0.92–0.95,LDPE,7.6,0.2 ppt,34% of total items,"Urban Waste, Aquaculture",Mixed,Ecological,High,0.85,Requiron & Bacosa
Macroplastic Composition (All Sites),8.6175,123.3975,>5,Plastic Bag,0.92,LDPE,7.6,0.2 ppt,18.7% of total items,Domestic Use,Mixed,Ecological,Moderate,0.7,Requiron & Bacosa
Macroplastic Composition (All Sites),8.6175,123.3975,>5,Fragment,0.95,"LDPE, PS",7.6,0.2 ppt,15% of total items,Mixed Sources,Mixed,Ecological,Moderate,0.68,Requiron & Bacosa
Imus River – Upstream (Cavite),14.43,120.93,0.3–5,"Fragment, Fiber",0.92–1.35,"PE, PP, PET",7.3,0.2 ppt,"1,200","Domestic Waste, Agriculture",Medium,Ecological,High,0.82,ASEANO Project Team
Imus River – Midstream,14.41,120.92,0.3–5,"Fragment, Film",0.92–1.05,"PE, PS",7.4,0.3 ppt,"2,700","Urban Wastewater, Plastics",High,Ecological,Very High,0.9,ASEANO Project Team
Imus River – Downstream,14.4,120.91,0.3–5,"Fragment, Film, Pellet",0.92–1.05,"PE, PP",7.5,0.4 ppt,"4,200","Urban, Industrial",Very High,Ecological,Very High,0.95,ASEANO Project Team
Bacoor Bay Estuary,14.44,120.93,0.3–5,"Fiber, Film",0.92–1.35,"PE, Polyester",7.8,5.0 ppt,"1,700",Coastal Urban Waste,Very High,Ecological,High,0.85,ASEANO Project Team
Tullahan River – Upstream (Valenzuela),14.7,120.97,0.3–5,"Fragment, Fiber",0.92–1.35,"PE, PET",7.2,0.3 ppt,"1,000","Domestic Waste, Small Industries",Very High,Ecological,High,0.83,ASEANO Project Team
Tullahan River – Midstream (Malabon),14.68,120.96,0.3–5,"Fragment, Film",0.92–1.05,"PE, PS",7.3,0.5 ppt,"3,800","Industrial, Household Waste",Very High,Ecological,Very High,0.93,ASEANO Project Team
Tullahan River – Downstream (Navotas),14.67,120.95,0.3–5,"Film, Pellet",0.92–1.05,"PE, PP",7.5,2.5 ppt,"2,600","Port Activities, Wastewater",Very High,Ecological,Very High,0.92,ASEANO Project Team
Tullahan River Mouth (Manila Bay),14.65,120.93,0.3–5,"Film, Fiber",0.92–1.35,"PE, PET",7.8,28 ppt,"1,400",Coastal Urban,Very High,Ecological,High,0.85,ASEANO Project Team
Riverbank (Imus Residential Area),14.42,120.92,0.3–5,"Fragment, Film",0.92,PE,7.3,0.3 ppt,900,"Domestic, Urban Runoff",High,Ecological,High,0.8,ASEANO Project Team
Riverbank (Tullahan Residential Area),14.69,120.96,0.3–5,Fiber,1.35,Polyester,7.2,0.2 ppt,"1,100","Domestic, Laundry Waste",High,Ecological,High,0.82,ASEANO Project Team
Manila Bay Coastal Drainage Zone,14.6,120.94,0.3–5,Mixed,0.92–1.35,"PE, PP, PET",7.9,32 ppt,"1,600","Urban, Industrial, Port",Very High,Ecological,Very High,0.94,ASEANO Project Team
Bais Bay (Negros Oriental),9.3,123.15,0.33–5,"Fiber, Fragment",0.92–1.35,"PE, PP, PET",8.1,33 ppt,1.25,"Fishing, Port, Domestic Waste",Medium,Ecological,High,0.83,Paler et al.
Tanjay Bay (Negros Oriental),9.55,123.12,0.33–5,Fiber,1.35,Polyester,8.2,34 ppt,1.1,Coastal Fishing,Medium,Ecological,Moderate,0.7,Paler et al.
Amlan Coast,9.42,123.15,0.33–5,"Fragment, Film",0.92–1.05,"PE, PS",8.2,33 ppt,0.95,"Urban Runoff, Tourism",Low,Ecological,Moderate,0.68,Paler et al.
Guihulngan Coast,10.12,123.27,0.33–5,"Fiber, Film",0.92–1.35,"PE, PET",8.1,34 ppt,0.8,"Port Activity, Fishing",Medium,Ecological,Moderate,0.65,Paler et al.
San Carlos City,10.48,123.41,0.33–5,Fragment,0.92,PE,8,33 ppt,1.4,"Urban, Industrial",High,Ecological,High,0.85,Paler et al.
Escalante City,10.83,123.52,0.33–5,"Fiber, Film",1.35,Polyester,8,34 ppt,0.7,"Fishing, Domestic Waste",Medium,Ecological,Moderate,0.6,Paler et al.
Sagay Marine Reserve,10.93,123.42,0.33–5,Fiber,1.35,Polyester,8.1,34 ppt,0.45,Marine Protected Area,Low,Ecological,Low,0.4,Paler et al.
Bantayan Island,11.16,123.75,0.33–5,"Fragment, Film",0.92–1.05,"PE, PP",8.1,34 ppt,1.1,"Tourism, Fishing",Medium,Ecological,Moderate,0.7,Paler et al.
Daanbantayan Coast,11.25,124.02,0.33–5,"Fiber, Fragment",0.92–1.35,"PE, PET",8.1,34 ppt,1.25,"Fishing, Urban",Medium,Ecological,High,0.8,Paler et al.
Toledo City (Cebu Side),10.38,123.65,0.33–5,"Fragment, Film",0.92–1.05,"PE, PS",8,33 ppt,1.55,"Port, Industrial Waste",High,Ecological,Very High,0.9,Paler et al.
Moalboal Coast,9.94,123.4,0.33–5,"Fiber, Film",1.35,Polyester,8.1,34 ppt,0.85,"Tourism, Marine Recreation",Medium,Ecological,Moderate,0.68,Paler et al.
Barili Coast,10.11,123.52,0.33–5,Fragment,0.92,PE,8,33 ppt,0.95,"Agriculture, Fishing",Medium,Ecological,Moderate,0.65,Paler et al.
Dumanjug Coast,10.05,123.44,0.33–5,Fiber,1.35,Polyester,8.1,33 ppt,0.6,Rural Fishing,Low,Ecological,Low,0.5,Paler et al.
"Consolacion, Cebu",10.39,123.96,>5,"Fragment, Film",0.92–1.05,"PE, PP, PS",7.8,15 ppt,0.008,"Industrial, Residential",High,Ecological,High,0.84,Paler et al.
Mandaue City,10.33,123.94,>5,"Fragment, Film, Foam",0.92–1.05,"PE, PS",7.8,12 ppt,0.012,"Industrial, Urban Runoff",Very High,Ecological,Very High,0.92,Paler et al.
Lapu-Lapu City (Mactan Channel),10.31,123.96,>5,"Film, Fragment",0.92–1.05,"PE, PP",7.9,30 ppt,0.006,"Port, Tourism",Very High,Ecological,High,0.85,Paler et al.
Cordova,10.25,123.95,>5,"Fragment, Film, Foam",0.92–1.05,"PE, PS",7.8,28 ppt,0.004,"Aquaculture, Tourism",Medium,Ecological,Moderate,0.65,Paler et al.
Talisay City,10.25,123.85,>5,"Fragment, Film",0.92,PE,7.8,10 ppt,0.01,"Residential, Waste Disposal",High,Ecological,High,0.82,Paler et al.
Minglanilla,10.23,123.79,>5,"Film, Foam",0.92–1.05,"PE, PS",7.7,9 ppt,0.005,"Domestic, Aquaculture",Medium,Ecological,Moderate,0.6,Paler et al.
Naga City,10.21,123.76,>5,"Fragment, Film",0.92–1.05,"PE, PP",7.8,8 ppt,0.007,"Industrial, Port",High,Ecological,High,0.8,Paler et al.
San Fernando,10.16,123.77,>5,"Film, Fragment",0.92,PE,7.8,8 ppt,0.006,Agricultural Runoff,Medium,Ecological,Moderate,0.65,Paler et al.
Carcar City,10.11,123.64,>5,Fragment,0.92,PE,7.7,8 ppt,0.009,Urban Waste,High,Ecological,High,0.82,Paler et al.
Argao,9.88,123.59,>5,"Film, Fragment",0.92,PE,7.8,7 ppt,0.004,"Fishing, Aquaculture",Low,Ecological,Moderate,0.55,Paler et al.
Oslob,9.52,123.43,>5,"Film, Foam",0.92–1.05,"PE, PS",7.9,34 ppt,0.003,Tourism,Low,Ecological,Low,0.4,Paler et al.
Dumanjug,10.05,123.44,>5,"Fragment, Film",0.92–1.05,"PE, PP",7.8,34 ppt,0.005,"Fishing, Rural",Low,Ecological,Low,0.45,Paler et al.
Toledo City,10.38,123.65,>5,"Film, Fragment",0.92–1.05,"PE, PS",7.8,30 ppt,0.007,"Port, Industrial",High,Ecological,High,0.85,Paler et al.
Daanbantayan,11.25,124.02,>5,"Film, Fragment",0.92–1.05,"PE, PP",7.9,34 ppt,0.005,Fishing,Low,Ecological,Moderate,0.55,Paler et al.
Laguna de Bay – Tilapia Intestine,14.42,121.14,0.33–5,"Irregular, Fragment",1.38,Chlorinated Polyethylene (CPE),7.5,0.5 ppt,2.1,"Urban Runoff, Domestic Waste",Very High,Biological,High,0.85,Hilapo et al.
Laguna de Bay – Tilapia Flesh,14.42,121.14,0.33–5,None detected,—,—,7.5,0.5 ppt,0,"Urban Runoff, Domestic Waste",Very High,Biological,Low,0.4,Hilapo et al.
Laguna de Bay – Tilapia Bones,14.42,121.14,0.33–5,None detected,—,—,7.5,0.5 ppt,0,"Urban Runoff, Domestic Waste",Very High,Biological,Low,0.35,Hilapo et al.
Laguna de Bay – Mussel (Perna viridis),14.42,121.14,0.33–5,None detected,—,—,7.5,0.5 ppt,0,"Domestic Waste, Aquaculture",High,Biological,Low,0.3,Hilapo et al.
Laguna de Bay – Aquaculture Zone,14.42,121.14,0.33–5,"Fiber, Fragment",0.92–1.35,"PE, PET",7.6,0.7 ppt,1.8,"Aquaculture, Urban Runoff",High,Ecological,High,0.8,Hilapo et al.
Laguna de Bay – Shoreline (Market Area),14.41,121.13,0.33–5,Fragment,0.92,PE,7.6,0.6 ppt,1.5,"Fish Landing, Waste Disposal",Very High,Ecological,High,0.82,Hilapo et al.
Laguna de Bay – Midlake Zone,14.43,121.15,0.33–5,"Fragment, Film",0.92–1.05,"PE, PS",7.6,0.7 ppt,1.2,Domestic Waste,High,Ecological,Moderate,0.65,Hilapo et al.
Laguna de Bay – Estuarine Inlet,14.4,121.12,0.33–5,"Fiber, Fragment",1.35,Polyester,7.4,1.0 ppt,2.8,"Urban Drainage, Aquaculture",Very High,Ecological,Very High,0.9,Hilapo et al.
Laguna de Bay – Northern Periphery,14.46,121.13,0.33–5,Fragment,0.92,PE,7.5,0.8 ppt,0.9,"Domestic, Agricultural",Medium,Ecological,Moderate,0.6,Hilapo et al.
Laguna de Bay – Western Periphery,14.45,121.12,0.33–5,Fiber,1.35,PET,7.5,0.8 ppt,1.7,Urban Runoff,High,Ecological,High,0.75,Hilapo et al.
Manila Bay – Navotas,14.67,120.94,0.3–5.0,"Fragment, Fiber",0.92–1.35,"PE, PET, PP",8,30 ppt,2.4,"Port, Urban Runoff",Very High,Ecological,Very High,0.93,Frontiers Team
Manila Bay – Baseco,14.59,120.96,0.3–5.0,"Fragment, Film",0.92–1.05,"PE, PS",8.1,31 ppt,1.8,Coastal Settlements,Very High,Ecological,High,0.85,Frontiers Team
Manila Bay – Pasay,14.55,120.99,0.3–5.0,"Fiber, Fragment",1.35,"PET, Polyester",8,31 ppt,2.1,"Urban, Industrial",Very High,Ecological,Very High,0.9,Frontiers Team
Manila Bay – Las Piñas-Parañaque Wetland,14.48,120.99,0.3–5.0,"Film, Fragment",0.92,PE,7.9,28 ppt,1.2,"Tourism, Fishing",High,Ecological,High,0.8,Frontiers Team
Manila Bay – Bacoor Bay,14.44,120.93,0.3–5.0,"Fiber, Fragment",0.92–1.35,"PE, PET",7.9,27 ppt,1.5,"Urban, Port",Very High,Ecological,High,0.85,Frontiers Team
Manila Bay – Cavite City,14.48,120.9,0.3–5.0,"Film, Fiber",0.92–1.35,"PE, PP, PET",7.8,26 ppt,2,"Port, Urban Waste",High,Ecological,Very High,0.88,Frontiers Team
Manila Bay – Bulacan Coast,14.78,120.88,0.3–5.0,"Fiber, Fragment",0.92–1.35,"PE, PET",8.1,27 ppt,1.1,"Agricultural, Domestic",Medium,Ecological,Moderate,0.65,Frontiers Team
Manila Bay – Bataan Coast,14.6,120.45,0.3–5.0,"Fragment, Film",0.92,"PE, PS",8.2,33 ppt,0.9,Coastal Industrial,Medium,Ecological,Moderate,0.6,Frontiers Team
Manila Bay – Pampanga River Mouth,14.88,120.6,0.3–5.0,"Fiber, Fragment",1.35,"PET, Polyester",8,29 ppt,2.5,"Riverine, Agricultural",High,Ecological,Very High,0.9,Frontiers Team
Manila Bay – Mariveles,14.44,120.48,0.3–5.0,"Film, Fragment",0.92–1.05,"PE, PP, PS",8.2,34 ppt,1,"Port, Industrial",Medium,Ecological,Moderate,0.7,Frontiers Team
Manila Bay – Corregidor Island,14.39,120.57,0.3–5.0,"Fragment, Film",0.92–1.05,"PE, PP",8.3,34 ppt,0.8,Tourism,Low,Ecological,Low,0.5,Frontiers Team
Manila Bay – Limay,14.57,120.57,0.3–5.0,"Fiber, Fragment",1.35,PET,8.1,33 ppt,1.7,"Refinery, Industrial",High,Ecological,High,0.82,Frontiers Team
"Lorenzo Tan, Tangub City",8.08,123.74,5–50,"Fragment, Film",0.91–0.93,"LDPE, HDPE",7.6,10 ppt,0.19 items/m² (~0.0019/L),Coastal domestic waste,Medium,Ecological,Moderate,0.65,Paculba et al. (2024)
"San Apolinario, Tangub City",8.1,123.76,5–50,"Film, Fragment",0.91–0.93,LDPE,7.6,10 ppt,0.20 items/m² (~0.0020/L),"Fishing, Coastal",Medium,Ecological,High,0.8,Paculba et al. (2024)
"Mantic, Tangub City",8.09,123.75,5–50,"Fragment, Film",0.91–0.93,"LDPE, PP",7.6,10 ppt,0.13 items/m² (~0.0013/L),"Domestic, Agricultural",Low,Ecological,Moderate,0.6,Paculba et al. (2024)
San Apolinario – Zone 1 (Seaward),8.1,123.76,5–50,Film,0.91–0.93,LDPE,7.6,11 ppt,0.22 items/m² (~0.0022/L),Fishing,Medium,Ecological,High,0.82,Paculba et al. (2024)
San Apolinario – Zone 3 (Landward),8.1,123.76,5–50,Fragment,0.91–0.93,LDPE,7.6,9 ppt,0.18 items/m² (~0.0018/L),Residential Waste,Medium,Ecological,Moderate,0.7,Paculba et al. (2024)
Lorenzo Tan – Zone 1,8.08,123.74,5–50,Fragment,0.91–0.93,LDPE,7.6,9 ppt,0.17 items/m² (~0.0017/L),"Fishing, Domestic",Medium,Ecological,Moderate,0.68,Paculba et al. (2024)
Lorenzo Tan – Zone 3,8.08,123.74,5–50,Film,0.91–0.93,LDPE,7.6,10 ppt,0.21 items/m² (~0.0021/L),Coastal Waste,Medium,Ecological,High,0.75,Paculba et al. (2024)
Mantic – Zone 1,8.09,123.75,5–50,"Fragment, Film",0.91–0.93,"LDPE, PP",7.6,9 ppt,0.12 items/m² (~0.0012/L),Agricultural Runoff,Low,Ecological,Low,0.45,Paculba et al. (2024)
Mantic – Zone 3,8.09,123.75,5–50,Film,0.91–0.93,LDPE,7.6,10 ppt,0.14 items/m² (~0.0014/L),Domestic,Low,Ecological,Moderate,0.55,Paculba et al. (2024)
"Pasig River, Metro Manila",14.59,121.03,<5,"Fragment, Fiber",0.91–1.35,"PE, PP, PET",7.5,0.5 ppt,120,"Urban, Industrial, Domestic",Very High,Ecological,Very High,0.95,Superio & Abreo (2020)
"Matina River, Davao City",7.06,125.6,<5,"Fragment, Film",0.91–1.35,"PE, PS",7.3,0.2 ppt,45,Urban Domestic,High,Ecological,High,0.85,Superio & Abreo (2020)
"Davao River, Davao City",7.16,125.63,<5,"Fiber, Fragment",0.91–1.35,"PE, PET",7.4,0.2 ppt,30,"Domestic, Commercial",High,Ecological,High,0.82,Superio & Abreo (2020)
"Lake Sebu, South Cotabato",6.22,124.71,<5,Fragment,0.91–1.35,PE,7.6,0.1 ppt,12,Aquaculture,Medium,Ecological,Moderate,0.65,Superio & Abreo (2020)
Laguna de Bay,14.42,121.2,<5,"Film, Fragment",0.91–1.35,"PE, PP",7.8,0.3 ppt,60,"Urban Runoff, Aquaculture",Very High,Ecological,High,0.88,Superio & Abreo (2020)
"Agusan River, Butuan",8.95,125.54,<5,"Fiber, Film",0.91–1.35,"PE, PET",7.4,0.2 ppt,22,"Agricultural, Domestic",Medium,Ecological,Moderate,0.68,Superio & Abreo (2020)
"Pulangi River, Bukidnon",7.86,125.09,<5,Fragment,0.91–1.35,PE,7.5,0.1 ppt,18,Agricultural,Low,Ecological,Moderate,0.55,Superio & Abreo (2020)
"Lake Mainit, Agusan del Norte",9.53,125.52,<5,"Fragment, Fiber",0.91–1.35,"PE, PET",7.6,0.2 ppt,10,"Rural, Agricultural",Low,Ecological,Moderate,0.58,Superio & Abreo (2020)
"Taal Lake, Batangas",14,120.95,<5,"Fiber, Film",0.91–1.35,"PE, PET",7.7,0.3 ppt,25,"Aquaculture, Tourism",High,Ecological,High,0.78,Superio & Abreo (2020)
"Cagayan River, Northern Luzon",17.62,121.73,<5,"Fragment, Fiber",0.91–1.35,"PE, PP",7.4,0.2 ppt,35,"Agricultural, Urban",Medium,Ecological,High,0.8,Superio & Abreo (2020)
South Caloocan Market 1,14.65,120.97,0.05–5.0,Film,1.2 g/cm³,Not Specified (likely LDPE),7.2,0,8 MPs per sample,High (Urban Wet Market),"19,000/km²",Ecological,Moderate,60,Leon et al.
South Caloocan Market 2,14.655,120.975,0.05–5.0,Film,1.2 g/cm³,Not Specified,7,0,6 MPs per sample,High,"18,500/km²",Ecological,Moderate,55,Leon et al.
South Caloocan Market 3,14.658,120.965,0.05–5.0,Film,1.2 g/cm³,Not Specified,7.4,0,5 MPs per sample,High,"18,000/km²",Ecological,Moderate,50,Leon et al.
South Caloocan Market 4,14.66,120.96,0.05–5.0,Film,1.2 g/cm³,Not Specified,7.3,0,4 MPs per sample,High,"18,800/km²",Ecological,Moderate,48,Leon et al.
South Caloocan Market 5,14.665,120.98,0.05–5.0,Film,1.2 g/cm³,Not Specified,7.1,0,3 MPs per sample,High,"19,200/km²",Ecological,Low,40,Leon et al.
South Caloocan Market 6,14.662,120.972,0.05–5.0,Fragment,1.2 g/cm³,Not Specified,7.3,0,5 MPs per sample,High,"18,700/km²",Food Safety,High,70,Leon et al.
South Caloocan Market 7,14.67,120.978,0.05–5.0,Pellet,1.2 g/cm³,Not Specified,7.3,0,2 MPs per sample,High,"19,000/km²",Food Safety,Moderate,55,Leon et al.
Poultry Feed Sample (inferred),14.655,120.975,0.05–2.0,Fragment,1.2 g/cm³,Polystyrene (inferred),7,0,6 MPs per sample,Agricultural Processing,—,Ecological,Moderate,60,Leon et al.
Chicken Intestine Composite,14.657,120.973,0.05–5.0,Film,1.2 g/cm³,LDPE (inferred),7.2,0,7 MPs per sample,Urban Agricultural Chain,—,Food Safety,High,75,Leon et al.
Chicken Gizzard Composite,14.657,120.973,0.05–5.0,Pellet/Fragment,1.2 g/cm³,Polystyrene (inferred),7.2,0,4 MPs per sample,Urban Agricultural Chain,—,Food Safety,Moderate,65,Leon et al.
Calauit Mangrove (Palawan),11.949,119.959,0.3–2.0,"Fragments, Fibers",0.90–1.37 g/cm³,"PE, PP, PET",7.5,32 PSU,0.75,"Low fishing, minimal tourism",Low,Ecological,Moderate,55,Emily Hall et al.
Ulugan Bay Mangrove (Palawan),9.85,118.666,0.2–1.8,"Fibers, Films",0.91–1.1 g/cm³,"PE, PS",7.6,33 PSU,1.1,Moderate marine traffic,Medium,Ecological,High,70,Emily Hall et al.
Quezon Mangrove (Palawan),9.236,118.032,0.25–1.5,Fragments,0.95–1.37 g/cm³,"PET, PVC",7.8,31 PSU,0.65,Low agriculture runoff,Low,Ecological,Moderate,50,Emily Hall et al.
Macarascas Mangrove (Palawan),9.92,118.721,0.5–2.5,"Fragments, Films",0.93–1.39 g/cm³,"LDPE, PVC",7.4,34 PSU,0.9,Port and aquaculture,Medium,Ecological,High,72,Emily Hall et al.
Cal M1 Core (mangrove edge),11.948,119.96,0.3–1.0,Fibers,0.90–0.93 g/cm³,"PE, PP",7.5,33 PSU,1.25,Coastal settlements,Medium,Ecological,High,78,Emily Hall et al.
Cal M2 Core (inland mangrove),11.949,119.961,0.2–0.8,Fragments,0.94–1.1 g/cm³,"PS, HDPE",7.4,32 PSU,0.6,Minimal,Low,Ecological,Low,42,Emily Hall et al.
Mac M1 (edge site),9.921,118.722,0.3–1.5,"Films, Fibers",0.91–1.10 g/cm³,"PE, PS",7.6,33 PSU,1.4,Coastal fishing,Medium,Ecological,High,80,Emily Hall et al.
Mac M2 (inland site),9.922,118.723,0.4–1.0,Fragments,0.95–1.37 g/cm³,"PET, PVC",7.6,33 PSU,0.55,Minimal,Low,Ecological,Low,40,Emily Hall et al.
QM1 (Quezon near shore),9.237,118.033,0.3–1.5,Fibers,0.90–0.93 g/cm³,"PE, PP",7.8,31 PSU,0.85,Moderate,Medium,Ecological,Moderate,60,Emily Hall et al.
QM2 (Quezon inland),9.238,118.034,0.25–0.8,Fragments,0.94–1.1 g/cm³,"PS, HDPE",7.8,31 PSU,0.45,Minimal,Low,Ecological,Low,38,Emily Hall et al.
"Ozamiz, Misamis Occidental",8.1412,123.8522,0.24–4.99 (avg 1.75),"Fiber, Filament",~1.4 g/cm³ (avg polymer density),"Rayon, Polyester, Azlon",8.28–8.30,27.48–27.57 PSU,32.11,"Moderate seaweed farming, urban runoff",High (urban coastal city),Ecological,High,0.82,Reble et al.
